,maid,longitude,latitude,horizontal_accuracy,city_hasc,postcode,Date,Hour,count,Y,Color
0,c38059c48f9284f7402e56b602cd7f7441425a24,129.18206,-2.95802,5.0,ID.MA.MT,97544.0,16-06-21,05:00:10,38,0.999,green
1,c38059c48f9284f7402e56b602cd7f7441425a24,129.18206,-2.95801,5.0,ID.MA.MT,97544.0,16-06-21,05:00:25,38,1.0,green
2,c4b84290951f9b705673694d5b73cc7130b9d539,129.928334,-2.982024,4.0,ID.MA.MT,97544.0,16-06-21,05:00:28,459,0.999,green
3,b30c424590e2fc79c63f78649dcdebc5638284c3,128.191901,-3.70678,3.0,ID.MA.AM,97129.0,16-06-21,05:00:33,8,1.0,green
4,c4b84290951f9b705673694d5b73cc7130b9d539,129.92834,-2.98204,7.0,ID.MA.MT,97544.0,16-06-21,05:00:36,459,0.999,green
5,c4b84290951f9b705673694d5b73cc7130b9d539,129.928334,-2.982024,8.0,ID.MA.MT,97544.0,16-06-21,05:00:42,459,1.0,green
6,c4b84290951f9b705673694d5b73cc7130b9d539,129.92833,-2.98203,7.0,ID.MA.MT,97544.0,16-06-21,05:00:46,459,0.999,green
7,b385ba7fbd1cd5ef8b7f3fa943bb0d3982ddc7c6,128.194223,-3.693693,7.0,ID.MA.AM,97121.0,16-06-21,05:01:23,88,0.999,green
8,943cfe63591a7abfa90421785d5f849f3b880424,128.178776,-3.711711,8.0,ID.MA.AM,97116.0,16-06-21,05:01:30,140,0.999,green
9,c4b84290951f9b705673694d5b73cc7130b9d539,129.928334,-2.982024,7.0,ID.MA.MT,97544.0,16-06-21,05:01:39,459,1.0,green
10,943cfe63591a7abfa90421785d5f849f3b880424,128.17877,-3.71171,8.0,ID.MA.AM,97116.0,16-06-21,05:01:45,140,0.999,green
11,8bb14a7b621ad4ea238c8dc5ab03b9380b94e8ee,128.181487,-3.695796,5.0,ID.MA.AM,97126.0,16-06-21,05:01:50,54,1.0,green
12,c4b84290951f9b705673694d5b73cc7130b9d539,129.92833,-2.98203,17.0,ID.MA.MT,97544.0,16-06-21,05:02:04,459,0.999,green
13,1651b9e6ed5050bfc33a482c5ee5180656e12814,128.22774,-3.675675,10.0,ID.MA.AM,97212.0,16-06-21,05:02:16,62,1.0,green
14,c4b84290951f9b705673694d5b73cc7130b9d539,129.92833,-2.98203,10.0,ID.MA.MT,97544.0,16-06-21,05:02:17,459,0.999,green
15,1651b9e6ed5050bfc33a482c5ee5180656e12814,128.22773,-3.67567,10.0,ID.MA.AM,97212.0,16-06-21,05:02:26,62,1.0,green
16,c4b84290951f9b705673694d5b73cc7130b9d539,129.92834,-2.98202,17.0,ID.MA.MT,97544.0,16-06-21,05:02:53,459,0.999,green
17,48dbdcf956beea5c20272cdaade931c3ca86d73a,128.926655,-3.343505,25.0,ID.MA.MT,97544.0,16-06-21,05:03:04,9,0.999,green
18,2c0408022749b0850fb8e9d8c90dba128b028727,128.191627,-3.675675,10.0,ID.MA.AM,97129.0,16-06-21,05:03:25,3,1.0,green
19,1ce177007e4b2cace68b71571a19ebe96d751316,128.936509,-3.315315,13.0,ID.MA.MT,97544.0,16-06-21,05:03:51,366,0.999,green
20,2c0408022749b0850fb8e9d8c90dba128b028727,128.191627,-3.675675,12.0,ID.MA.AM,97129.0,16-06-21,05:04:24,3,0.999,green
21,f11cf36ebaaf268aa057316215a0979e3cb17fd2,128.189044,-3.657657,20.0,ID.MA.AM,97223.0,16-06-21,05:04:24,396,1.0,green
22,2c0408022749b0850fb8e9d8c90dba128b028727,128.191627,-3.675675,7.0,ID.MA.AM,97129.0,16-06-21,05:04:27,3,0.999,green
23,c10ed41bb57df1f9d37963f5f1fe51efa4f84718,128.203906,-3.683735,13.0,ID.MA.AM,97128.0,16-06-21,05:04:53,188,0.999,green
24,cc799df4319f433800894d6b5cd7d57137451a7a,128.79006,-3.6937,8.0,ID.MA.MT,,16-06-21,05:05:18,334,1.0,green
25,cc799df4319f433800894d6b5cd7d57137451a7a,128.79005,-3.6937,8.0,ID.MA.MT,,16-06-21,05:05:28,334,0.999,green
26,5f31c82be151545ef453524e8501c5f158d1b061,128.202723,-3.63663,6.0,ID.MA.AM,97221.0,16-06-21,05:05:38,24,1.0,green
27,2853decab5448d54c62d1f74fd4af88ba1d58a5a,128.171585,-3.705927,11.0,ID.MA.AM,97115.0,16-06-21,05:06:00,1003,1.0,green
28,15b2ad170a728427d7934448d8f7d375d917f090,128.478136,-3.520378,14.0,ID.MA.MT,97545.0,16-06-21,05:06:28,264,1.0,green
29,2f913c8e5a14d0fef0bba8445ff25db5c165d5d2,128.213567,-3.688969,6.0,ID.MA.AM,97128.0,16-06-21,05:06:34,3,0.999,green
30,2f913c8e5a14d0fef0bba8445ff25db5c165d5d2,128.213567,-3.688969,2.0,ID.MA.AM,97128.0,16-06-21,05:06:50,3,1.0,green
31,15b2ad170a728427d7934448d8f7d375d917f090,128.47813,-3.520378,12.0,ID.MA.MT,97545.0,16-06-21,05:06:51,264,0.999,green
32,1ce177007e4b2cace68b71571a19ebe96d751316,128.936509,-3.315315,5.0,ID.MA.MT,97544.0,16-06-21,05:06:51,366,1.0,green
33,c10ed41bb57df1f9d37963f5f1fe51efa4f84718,128.203906,-3.683735,7.0,ID.MA.AM,97128.0,16-06-21,05:07:17,188,0.999,green
34,2853decab5448d54c62d1f74fd4af88ba1d58a5a,128.171585,-3.705927,13.0,ID.MA.AM,97115.0,16-06-21,05:07:21,1003,1.0,green
35,f11cf36ebaaf268aa057316215a0979e3cb17fd2,128.189044,-3.657657,7.0,ID.MA.AM,97223.0,16-06-21,05:07:24,396,0.999,green
36,c10ed41bb57df1f9d37963f5f1fe51efa4f84718,128.2039,-3.68374,24.0,ID.MA.AM,97128.0,16-06-21,05:07:28,188,1.0,green
